database_complete_detailed
Plant ID,Common Name,Scientific Name,Family,Arabic Name,Difficulty,Type,Pet Safe,Watering (Full),Light Requirement,Light Description,Soil Type,Temperature Range,Humidity,Fertilizer,Plant Info (English),Plant Info (Arabic),Cairo Suitability,Summer Care,Winter Care,Image URL
pink_syngonium,Pink Syngonium,Syngonium podophyllum,Araceae,سينجونيوم وردي,beginner,vine,no,weekly: Water when top 2 inches dry. Likes consistent moisture.,bright_indirect,Prefers bright indirect light but tolerates medium light,well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"Pink Syngonium is a charming tropical climbing plant with delicate pink leaves mixed with green. One of the most beautiful and sought-after indoor ornamental plants. Fast-growing and easy to care for, it purifies the air and adds a soft romantic touch to decor. Can be grown as a climber or trailer. Pink shades vary from light to dark depending on light and care.",السينجونيوم الوردي نبات متسلق استوائي ساحر بأوراقه الوردية الرقيقة الممزوجة بالأخضر. من أجمل نباتات الزينة الداخلية وأكثرها طلباً. سريع النمو وسهل العناية، ينقي الهواء ويضيف لمسة رومانسية ناعمة للديكور. يمكن تربيته متسلقاً أو متدلياً. الألوان الوردية تتفاوت من الفاتح إلى الغامق حسب الإضاءة والعناية.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/Screenshot_2024-11-07_at_10.25.12_AM.png?v=1730967926&width=823
pittosporum,Pittosporum,Pittosporum spp.,Pittosporaceae,بيتوسبوروم,intermediate,foliage,yes,weekly: Water when top 2 inches are dry,bright_indirect,Prefers bright indirect light,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,An evergreen shrub with attractive glossy leaves. Characterized by its dense growth and beautiful green leaves that may be variegated in some varieties. A medium-difficulty plant that adds beauty to interior spaces.,شجيرة دائمة الخضرة ذات أوراق جذابة ولامعة. تتميز بنموها الكثيف وأوراقها الخضراء الجميلة التي قد تكون مبرقشة في بعض الأصناف. نبات متوسط الصعوبة يضيف جمالاً للمساحات الداخلية.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/20240423_124811.jpg?v=1713959944&width=823
polka_dot_begonia,Polka Dot Begonia,Begonia maculata,Begoniaceae,بيغونيا البولكا دوت,intermediate,tropical,no,weekly: Keep soil moist but not soggy. Water when top inch is dry.,bright_indirect,Bright indirect light essential. Direct sun burns leaves.,well_draining,18-27°C (optimal: 22°C),high,bi_weekly_growing_season,Stunning plant with silver-spotted leaves and red undersides. Produces white or pink flowers.,نبات مذهل بأوراق منقطة بالفضي وجوانب سفلية حمراء. ينتج أزهار بيضاء أو وردية.,moderate,Challenging in dry heat. Needs high humidity from humidifier or frequent misting.,Easier in cooler months. Maintain warmth and humidity.,https://kaynuna.co/cdn/shop/files/D631BDDD-2F2C-445C-B34A-ABE6745C3F5C.jpg
red_anthurium,Red Anthurium,Anthurium andraeanum,Araceae,أنثوريوم أحمر,intermediate,flowering,no,twice_weekly: Keep soil lightly moist but never soggy. Water when top 3-4cm feels dry.,bright_indirect,Bright indirect light for best flowering. Direct sun will scorch leaves.,well_draining,18-29°C (optimal: 24°C),high,monthly_growing_season,Stunning tropical plant with glossy red heart-shaped flowers. Blooms year-round with proper care.,نبات استوائي مذهل بأزهار حمراء لامعة على شكل قلب. يزهر طوال السنة مع العناية الصحيحة.,good,Mist daily during hot Cairo summer (35-40°C) to maintain high humidity. Place on pebble tray with water. Shield from direct sun.,Reduce misting to 2-3 times weekly. Maintain warmth (18-25°C). Move away from cold windows during Cairo's cooler nights (10-15°C).,https://plantcultcairo.com/cdn/shop/files/20241105_150718_2.jpg?v=1730967104&width=1346
red_foxtail_cactus,Red Foxtail Cactus,Cleistocactus winteri,Cactaceae,صبار ذيل الثعلب الأحمر,beginner,succulent,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,10-40°C (optimal: 25°C),low,rarely,"Red Foxtail Cactus is a unique plant characterized by long tubular stems covered with soft red spines resembling fox tail fur. It is a perfect cactus for hanging baskets or elevated pots, adding distinctive texture and color to the place.",صبار ذيل الثعلب الأحمر هو نبات فريد يتميز بسيقانه الأنبوبية الطويلة المغطاة بأشواك حمراء ناعمة تشبه فراء ذيل الثعلب. إنه صبار مثالي للسلال المعلقة أو الأصص المرتفعة، ويضيف ملمساً ولوناً مميزاً للمكان.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/20250928_140527_1.jpg?v=1761141660&width=823
red_star,Red Star,Cordyline fruticosa,Asparagaceae,كوردلاين أحمر,beginner,tropical,no,weekly: Water when top 5-7cm of soil is dry. Keep soil slightly moist but not soggy. Reduce watering in winter.,bright_indirect,Thrives in bright indirect light. Morning sun is acceptable. Red color fades in low light.,well_draining,15-32°C (optimal: 24°C),medium,monthly_growing_season,Red Star Cordyline - Stunning tropical plant with vibrant red and pink striped leaves. Popular for adding dramatic color to indoor spaces. Easy to care for with moderate watering needs.,كوردلاين النجمة الحمراء - نبات استوائي مذهل بأوراق حمراء ووردية مخططة نابضة بالحياة. شائع لإضافة لون درامي للمساحات الداخلية. سهل العناية مع احتياجات ري معتدلة.,good,Protect from harsh afternoon sun. Increase watering frequency in heat (35-40°C). Mist leaves weekly to maintain humidity.,Reduce watering. Protect from cold drafts below 15°C. Keep away from heaters and air conditioning.,https://plantcultcairo.com/cdn/shop/files/Screenshot2024-04-21at10.51.55AM.png?v=1713689532&width=1346
ruby_peperomia,Ruby Peperomia,Peperomia graveolens,Piperaceae,بيبروميا الياقوت,beginner,tropical,yes,weekly: Water when top 2-3cm of soil is dry. Keep soil slightly moist.,bright_indirect,Prefers bright indirect light,well_draining,10-35°C (optimal: 22°C),medium,monthly,Ruby Peperomia - Peperomia graveolens. Easy-care plant perfect for beginners. Forgiving and adaptable.,بيبروميا الياقوت - Peperomia graveolens. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/BD0E6733-58B6-4608-BE3F-07E8695B4105.jpg?v=1716393512&width=1946
sansevieria_eilensis,Sansevieria Eilensis,Sansevieria eilensis,Asparagaceae,سانسيفيريا إيلينسيس,beginner,succulent,no,every_3_weeks: Water sparingly. Cylindrical leaves store water efficiently. Let soil dry completely between waterings.,bright_indirect,Prefers bright indirect light but extremely adaptable. Unique leaf structure creates interesting shadow patterns.,well_draining,12-40°C (optimal: 24°C),low,quarterly,"Sansevieria Eilensis - Unique variety with cylindrical, upright leaves. Compact growth habit. Rare and distinctive snake plant that's equally easy to care for.",سانسيفيريا إيلينسيس - نوع فريد بأوراق أسطوانية منتصبة. عادة نمو مدمجة. نبات سانسيفيريا نادر ومميز وسهل العناية بنفس القدر.,excellent,"Well-suited to Cairo's hot, dry summers (35-40°C). Natural desert origin makes it perfect for Cairo climate. Water every 3-4 weeks.",Thrives in Cairo winters (10-20°C). Minimal care needed. Water once a month. Perfect desk or shelf plant.,https://plantcultcairo.com/cdn/shop/products/WhatsAppImage2022-12-08at8.31.47AM_2.jpg?v=1670481663
satin_pothos,Satin Pothos,Scindapsus pictus,Araceae,بوتوس ساتان,beginner,tropical,no,weekly: Water when top soil is dry. Tolerates occasional neglect.,bright_indirect,Bright indirect light for best variegation. Tolerates lower light.,well_draining,16-30°C (optimal: 22°C),medium,monthly_growing_season,Velvety leaves with silver variegation. Similar care to Pothos but slower growing.,أوراق مخملية بتنوع فضي. عناية مشابهة للبوتوس لكن نمو أبطأ.,excellent,Regular watering. Mist occasionally for humidity.,Reduce watering. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/BFA2E95C-9021-4ADF-A1DD-0290B008F80A.jpg
schefflera,Umbrella Tree,Schefflera actinophylla,Araliaceae,شجرة المظلة,beginner,tropical,no,weekly: Water when topsoil dries. Avoid overwatering.,bright_indirect,Bright indirect light best. Tolerates medium light.,well_draining,15-30°C (optimal: 22°C),medium,monthly_growing_season,Easy-care tree with umbrella-like leaf clusters. Great for corners and large spaces.,شجرة سهلة العناية بعناقيد أوراق تشبه المظلة. رائعة للزوايا والمساحات الكبيرة.,excellent,Can go outdoors in shade. Water regularly.,Keep indoors. Prune for shape if needed.,https://kaynuna.co/cdn/shop/files/schefflera_variegated_20cm_25cm.jpg
senecio_barbertonicus,Senecio barbertonicus,Senecio barbertonicus,Asteraceae,سينيسيو بارباتونيكوس,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,"A unique succulent plant with creeping or climbing stems and long thin needle-like leaves. A very easy plant perfect for beginners, withstands drought, and gives a distinctive look when hanging or trailing. Growth is relatively fast.",نبات عصاري فريد بسيقان زاحفة أو متسلقة وأوراق رفيعة طويلة تشبه الإبر. نبات سهل جداً ومثالي للمبتدئين، يتحمل الجفاف ويعطي منظراً مميزاً معلقاً أو متدلياً. نموه سريع نسبياً.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/WhatsAppImage2025-10-26at5.29.19PM_3.jpg?v=1761503304&width=823
silver_queen,Silver Queen,Aglaonema 'Silver Queen',Araceae,أجلونيما الملكة الفضية,beginner,foliage,no,weekly: Water when top 2 inches are dry.,medium_indirect,Adapts to various light conditions,well_draining,10-35°C (optimal: 22°C),medium,monthly,Silver Queen - Aglaonema 'Silver Queen'. Easy-care plant perfect for beginners. Forgiving and adaptable.,أجلونيما الملكة الفضية - Aglaonema 'Silver Queen'. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/Chinese_Evergreen_Silver_Queen.jpg?v=1759172193&width=1946
silver_ruffles_succulent,Silver Ruffles Succulent,Cotyledon undulata,Crassulaceae,كوتيليدون المتموج,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,Silver Ruffles Succulent - Cotyledon undulata. Low-maintenance plant perfect for beginners. Requires minimal watering.,كوتيليدون المتموج - Cotyledon undulata. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. سهل العناية ولا يحتاج للكثير من الماء. مثالي للمبتدئين.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/undulata.jpg?v=1763280154&width=1946
snake_plant_golden_flame,Snake Plant Golden Flame,Sansevieria trifasciata,Asparagaceae,سيف سنسفيريا اللهب الذهبي,beginner,succulent,no,"every_3_weeks: Water deeply but infrequently. Allow soil to dry completely between waterings. Extremely drought-tolerant, can survive weeks without water.",bright_indirect,Highly adaptable to all light conditions. Golden coloring intensifies in brighter light. Tolerates low light but grows slower.,well_draining,10-40°C (optimal: 24°C),low,quarterly,Snake Plant Golden Flame - Stunning variety with bright golden-yellow margins and dark green centers. Extremely hardy and drought-tolerant. Perfect for beginners and busy plant owners.,سانسيفيريا اللهب الذهبي - نوع مذهل بحواف صفراء ذهبية زاهية ومراكز خضراء داكنة. قوي جداً ومقاوم للجفاف. مثالي للمبتدئين وأصحاب النباتات المشغولين.,excellent,Thrives in Cairo's hot summers (35-40°C). Can be placed outdoors in partial shade. Water every 3-4 weeks. Extremely heat-tolerant.,Perfect for Cairo winters (10-20°C). Reduce watering to once a month or less. Keep in bright spot indoors. Very cold-hardy.,https://plantcultcairo.com/cdn/shop/files/WhatsAppImage2023-09-14at11.14.26AM.jpg?v=1694703360
snake_plant_laurentii,Snake Plant Laurentii,Sansevieria trifasciata,Asparagaceae,سانسيفيريا لورانتي,beginner,succulent,no,"every_3_weeks: Water sparingly. Let soil dry completely between waterings. Overwatering is the main killer - when in doubt, don't water.",medium_light,Extremely versatile. Survives in low light but yellow margins are more vibrant in medium to bright indirect light.,well_draining,10-40°C (optimal: 22°C),low,quarterly,Snake Plant Laurentii - Classic variety with striking yellow-gold margins and dark green horizontal bands. One of the most popular and recognizable snake plant varieties. Extremely low-maintenance.,سانسيفيريا لورانتي - نوع كلاسيكي بحواف صفراء ذهبية مذهلة وأشرطة أفقية خضراء داكنة. أحد أشهر وأكثر أنواع السانسيفيريا شهرة. سهل العناية جداً.,excellent,Excellent for Cairo's dry heat (35-40°C). Can handle full sun if acclimated gradually. Water every 3 weeks. Minimal care needed.,Very resilient in Cairo winters (10-20°C). Water once a month maximum. Perfect for air-conditioned offices and homes.,https://plantcultcairo.com/cdn/shop/products/NurseryPlasticPot_bdfe1ca8-7528-4edc-a10a-1ff41f7cb043.jpg?v=1659354160
snake_plant_moonshine,Snake Plant Moonshine,Sansevieria trifasciata,Asparagaceae,سانسيفيريا ضوء القمر,beginner,succulent,no,every_3_weeks: Minimal watering needed. Water only when soil is bone dry. Thick leaves store water efficiently.,bright_indirect,Best in bright indirect light to maintain silver coloring. Tolerates lower light but may darken slightly.,well_draining,12-38°C (optimal: 24°C),low,quarterly,"Snake Plant Moonshine - Elegant variety with stunning pale silver-green leaves. Modern aesthetic with sleek, uniform coloring. Same easy-care characteristics as other snake plants.",سانسيفيريا ضوء القمر - نوع أنيق بأوراق فضية خضراء شاحبة مذهلة. جمالية حديثة بلون أنيق وموحد. نفس خصائص العناية السهلة مثل باقي السانسيفيريا.,excellent,Keep in bright indirect light during Cairo summers (35-40°C). Avoid harsh afternoon sun which may scorch silver leaves. Water every 3-4 weeks.,Perfect for Cairo winters (10-20°C). Minimal watering needed (once a month). Beautiful addition to modern interiors.,https://plantcultcairo.com/cdn/shop/products/Nurserypot_57c990e7-4a39-4d7d-8b14-0160bab83ca1.jpg?v=1659354186
snake_plant_zeylanica,Snake Plant Zeylanica,Sansevieria zeylanica,Asparagaceae,سانسيفيريا زيلانيكا,beginner,succulent,no,every_3_weeks: Water infrequently. Highly drought-tolerant. Better to underwater than overwater. Can survive long periods without water.,medium_light,Highly adaptable to any light condition. One of the most tolerant snake plant varieties. Grows well even in offices with fluorescent light.,well_draining,10-42°C (optimal: 22°C),low,quarterly,Snake Plant Zeylanica - Hardy variety with distinctive wavy horizontal bands and dark green mottled leaves. Slightly more textured than other varieties. Incredibly resilient and forgiving.,سانسيفيريا زيلانيكا - نوع قوي بأشرطة أفقية متموجة مميزة وأوراق خضراء داكنة منقطة. أكثر نسيجاً قليلاً من الأنواع الأخرى. مرن ومتسامح بشكل لا يصدق.,excellent,Extremely heat-tolerant for Cairo summers (35-40°C). Can be placed outdoors in shade or partial sun. Water every 3-4 weeks maximum.,One of the most cold-hardy snake plants for Cairo winters (10-20°C). Water monthly or less. Perfect for neglectful plant owners.,https://plantcultcairo.com/cdn/shop/files/20250520_154928.jpg?v=1747819618
soft_blush_philodendron,Soft Blush Philodendron,Philodendron 'Soft Blush',Araceae,فيلودندرون الخوخ الناعم,beginner,tropical,no,weekly: Water when top 2-3cm of soil is dry. Keep soil slightly moist.,bright_indirect,Prefers bright indirect light,well_draining,10-35°C (optimal: 22°C),medium,monthly,Soft Blush Philodendron - Philodendron 'Soft Blush'. Easy-care plant perfect for beginners. Forgiving and adaptable.,فيلودندرون الخوخ الناعم - Philodendron 'Soft Blush'. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/SoftBlushPhilodendron.jpg?v=1764595116&width=1946
soft_spears,Soft Spears,Sansevieria cylindrica,Asparagaceae,سانسيفيريا الأسطوانية,beginner,succulent,no,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,Soft Spears - Sansevieria cylindrica. Low-maintenance plant perfect for beginners. Requires minimal watering.,سانسيفيريا الأسطوانية - Sansevieria cylindrica. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. سهل العناية ولا يحتاج للكثير من الماء. مثالي للمبتدئين.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/SoftSpears.jpg?v=1764595508&width=1946
song_of_india,Song of India,Dracaena reflexa,Asparagaceae,أغنية الهند,beginner,tropical,no,weekly: Allow top half of soil to dry between waterings. Sensitive to fluoride in tap water.,bright_indirect,Bright indirect light maintains variegation. Lower light causes leggy growth.,well_draining,16-27°C (optimal: 22°C),medium,monthly_growing_season,Attractive shrub with yellow-edged green leaves arranged in spiral rosettes. Slow-growing architectural plant.,شجيرة جذابة بأوراق خضراء ذات حواف صفراء مرتبة في وردات حلزونية. نبات معماري بطيء النمو.,excellent,Regular watering. Can tolerate some outdoor shade. Use filtered water.,Reduce watering. Maintain indoor warmth above 16°C.,https://kaynuna.co/cdn/shop/files/63D4895E-C6FD-42B9-914B-CADE6762BE57.jpg
spider_plant,Spider Plant,Chlorophytum comosum,Asparagaceae,نبات العنكبوت,beginner,foliage,yes,"weekly: Regular watering, very forgiving if you forget occasionally.",bright_indirect,"Adaptable to various light conditions, variegation best in bright light",well_draining,15-30°C (optimal: 22°C),medium,monthly_growing_season,"Spider Plant is one of the easiest plants to propagate and care for. Characterized by long leaves striped with white or yellow. Produces baby plants hanging on long stems resembling spiders. Excellent for purifying air and removing pollutants. Fast-growing and propagates easily, making it a perfect gift for friends.",نبات العنكبوت من أسهل النباتات في الإكثار والعناية. يتميز بأوراقه الطويلة المخططة باللون الأبيض أو الأصفر. ينتج نباتات صغيرة معلقة على سيقان طويلة تشبه العناكب. ممتاز لتنقية الهواء وإزالة الملوثات. سريع النمو ويتكاثر بسهولة مما يجعله هدية مثالية للأصدقاء.,excellent,"Perfect for Cairo summers, may produce more babies","Keep in bright spots, reduce fertilizing",https://kaynuna.co/cdn/shop/files/5749FDDB-0F93-4F1E-98A6-5857DA05C55E.jpg?v=1736869143&width=1346
stapelia,Stapelia,Stapelia spp.,Apocynaceae,ستابيليا,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,A unique succulent plant with thick green stems and stunning starfish-shaped flowers. The flowers are large and beautiful but have a strong odor. A very easy plant perfect for beginners; withstands neglect and blooms easily.,نبات عصاري فريد من نوعه بسيقان خضراء سميكة وأزهار على شكل نجم البحر مذهلة. الأزهار كبيرة وجميلة لكن لها رائحة قوية. نبات سهل جداً ومثالي للمبتدئين، يتحمل الإهمال ويزهر بسهولة.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/Screenshot_2025-10-27_at_12.04.36_PM.png?v=1761555892&width=823
stenocereus_griseus_cactus_large,Stenocereus Griseus,Stenocereus griseus,Cactaceae,صبار ستينوسيريوس الرمادي,beginner,succulent,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,10-40°C (optimal: 25°C),low,rarely,"Stenocereus Griseus Cactus is a majestic columnar plant growing to large sizes, characterized by its beautiful blue-gray color, deep ribs, and strong spines. It is an ideal cactus for modern interior decor and adds a distinctive desert character to the place.",صبار ستينوسيريوس الرمادي هو نبات عمودي مهيب ينمو إلى أحجام كبيرة، يتميز بلونه الرمادي المزرق الجميل وأضلاعه العميقة وأشواكه القوية. إنه صبار مثالي للديكور الداخلي الحديث ويضيف طابعاً صحراوياً مميزاً للمكان.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/Screenshot_2025-09-21_at_12.36.57_PM.png?v=1758447458&width=823
string_of_bananas,String of Bananas,Senecio radicans,Asteraceae,سلسلة الموز,beginner,succulent,no,bi_weekly: Water deeply when soil is completely dry. Less sensitive than String of Pearls.,bright_indirect,Bright light with some morning sun. More shade-tolerant than String of Pearls.,cactus_mix,10-30°C (optimal: 21°C),low,monthly_diluted,Trailing succulent with banana-shaped leaves. Similar care to String of Pearls but faster growing.,عصاري متدلي بأوراق على شكل موز. عناية مشابهة لسلسلة اللؤلؤ لكن أسرع نمواً.,excellent,Can handle heat well. Water sparingly. Protect from intense afternoon sun.,Minimal watering. Can tolerate cooler temperatures.,https://kaynuna.co/cdn/shop/files/String_of_Bananas_succulent.jpg
string_of_hearts,String of Hearts,Ceropegia woodii,Apocynaceae,سلسلة القلوب,beginner,succulent,yes,bi_weekly: Water when soil is mostly dry. Stores water in tuberous roots.,bright_indirect,Bright light enhances variegation. Can handle some direct morning sun.,well_draining,15-30°C (optimal: 22°C),low,monthly_growing_season,Delicate trailing succulent with heart-shaped variegated leaves. Low-maintenance and charming.,عصاري متدلي رقيق بأوراق على شكل قلب متنوعة. قليل الصيانة وساحر.,excellent,Growth period. Regular watering and bright indirect light.,Slow growth. Reduce watering frequency significantly.,https://kaynuna.co/cdn/shop/files/String_of_Hearts.jpg
string_of_pearls,String of Pearls,Senecio rowleyanus,Asteraceae,سلسلة اللؤلؤ,intermediate,succulent,no,bi_weekly: Water deeply when pearls wrinkle slightly. Sensitive to overwatering.,bright_indirect,Bright indirect light with some direct sun for compact growth.,cactus_mix,10-32°C (optimal: 21°C),low,monthly_diluted,Unique succulent with pearl-like leaves cascading on thin stems. Excellent hanging plant.,عصاري فريد بأوراق تشبه اللؤلؤ متدلية على سيقان رفيعة. ممتاز كنبات معلق.,good,Protect from intense afternoon sun. Water sparingly even in heat.,Minimal watering. Can tolerate cooler temperatures but protect from frost.,https://kaynuna.co/cdn/shop/files/String_of_Pearls_Cairo_Egypt.jpg
sunshine_fig,Sunshine Fig,Ficus benjamina,Moraceae,فيكس الشمس المشرقة,intermediate,tropical,no,weekly: Water when top 2-3cm of soil is dry. Keep soil slightly moist.,bright_indirect,Prefers bright indirect light,well_draining,15-30°C (optimal: 22°C),medium,monthly,Sunshine Fig - Ficus benjamina 'Starlight'. Moderate care requirements with rewarding growth.,فيكس الشمس المشرقة - Ficus benjamina 'Starlight'. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/sunshinefig.jpg?v=1763483044&width=1946
sunstriped_agave,Sun-Striped Agave,Agave desmettiana,Asparagaceae,صبار الأغاف المخطط,beginner,succulent,no,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,Sun-Striped Agave - Agave desmettiana 'Variegata'. Low-maintenance plant perfect for beginners. Requires minimal watering.,صبار الأغاف المخطط - Agave desmettiana 'Variegata'. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. سهل العناية ولا يحتاج للكثير من الماء. مثالي للمبتدئين.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/sun-stripedagave.jpg?v=1763461477&width=1946
sword_fern,Sword Fern,Nephrolepis exaltata,Nephrolepidaceae,سرخس السيف,intermediate,fern,yes,twice_weekly: Keep soil consistently moist but not soggy,medium_indirect,Prefers medium to bright indirect light,well_draining_potting,15-28°C (optimal: 20°C),high,monthly,"Sword Fern (Nephrolepis exaltata), also known as Boston Fern, is one of the most famous and beautiful indoor ferns. Its long feathery drooping fronds are bright green and very soft. A classic plant for hanging baskets and large pots. Purifies the air efficiently and is safe for animals. Loves high humidity and may require slightly more care. Adds a romantic tropical touch to decor.",سرخس السيف (نيفروليبس إكسالتاتا) المعروف أيضاً بسرخس بوسطن، من أشهر نباتات السرخس الداخلية وأجملها. أوراقه الريشية الطويلة المتدلية خضراء زاهية وناعمة جداً. نبات كلاسيكي للسلال المعلقة والأصص الكبيرة. ينقي الهواء بكفاءة عالية وآمن للحيوانات. يحب الرطوبة العالية وقد يتطلب عناية أكثر قليلاً. يضيف لمسة استوائية رومانسية للديكور.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/Screenshot_2024-10-21_at_1.38.08_PM.png?v=1729507141&width=823
syngonium_confetti,Syngonium Confetti,Syngonium podophyllum,Araceae,سينجونيوم كونفيتي,beginner,vine,no,weekly: Water when top 2 inches dry. Likes consistent moisture.,bright_indirect,Prefers bright indirect light but tolerates medium light,well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"Syngonium Confetti is a distinctive variety with leaves speckled with white and cream dots and spots on a green background, resembling confetti sprinkles. A beautiful and fast-growing climbing plant, adding a unique artistic touch to interior spaces. Easy to care for and purifies the air. Can be grown climbing on a pole or trailing from a hanging basket. Perfect for modern decor.",سينجونيوم كونفيتي صنف مميز بأوراقه المرقطة بنقاط وبقع بيضاء وكريمية على خلفية خضراء، تشبه رش الكونفيتي. نبات متسلق جميل وسريع النمو، يضيف لمسة فنية فريدة للمساحات الداخلية. سهل العناية وينقي الهواء. يمكن تربيته متسلقاً على عمود أو متدلياً من سلة معلقة. مثالي للديكور العصري.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/20241120_114603.jpg?v=1732355050&width=823
syngonium_mix,Syngonium Mix,Syngonium podophyllum,Araceae,سينجونيوم متنوع,beginner,vine,no,weekly: Water when top 2 inches dry. Likes consistent moisture.,bright_indirect,Prefers bright indirect light but tolerates medium light,well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"Syngonium Mix is a blend of different Syngonium varieties in multiple colors of green, pink, and white. A great choice for getting a beautiful variety of colors in one plant. An easy-care and fast-growing climbing plant, purifies the air and is perfect for beginners. Can be grown in different shapes as desired. Perfect for those who love variety and surprises.",سينجونيوم متنوع عبارة عن مزيج من أصناف السينجونيوم المختلفة بألوان متعددة من الأخضر والوردي والأبيض. خيار رائع للحصول على تنوع جميل من الألوان في نبات واحد. نبات متسلق سهل العناية وسريع النمو، ينقي الهواء ومثالي للمبتدئين. يمكن تربيته بأشكال مختلفة حسب الرغبة. مثالي لمن يحب التنوع والمفاجآت.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/IMG-20241111-WA0031_2.jpg?v=1731582326&width=823
