database_complete_detailed,,,,,,,,,,,,,,,,,,,,,
database_complete_detailed,,,,,,,,,,,,,,,,,,,,,
Plant ID,Common Name,Scientific Name,Genus,Family,Arabic Name,Difficulty,Type,Pet Safe,Watering (Full),Light Requirement,Light Description,Soil Type,Temperature Range,Humidity,Fertilizer,Plant Info (English),Plant Info (Arabic),Cairo Suitability,Summer Care,Winter Care,Image URL
schefflera,Umbrella Tree,Schefflera actinophylla,Schefflera,Araliaceae,شجرة المظلة,beginner,tropical,no,weekly: Water when topsoil dries. Avoid overwatering.,bright_indirect,Bright indirect light best. Tolerates medium light.,well_draining,15-30°C (optimal: 22°C),medium,monthly_growing_season,Easy-care tree with umbrella-like leaf clusters. Great for corners and large spaces.,شجرة سهلة العناية بعناقيد أوراق تشبه المظلة. رائعة للزوايا والمساحات الكبيرة.,excellent,Can go outdoors in shade. Water regularly.,Keep indoors. Prune for shape if needed.,
senecio_barbertonicus,Lemon Bean Bush,Senecio barbertonicus,Senecio,Asteraceae,شجيرة فاصوليا الليمون,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,"A unique succulent plant with creeping or climbing stems and long thin needle-like leaves. A very easy plant perfect for beginners, withstands drought, and gives a distinctive look when hanging or trailing. Growth is relatively fast.",نبات عصاري فريد بسيقان زاحفة أو متسلقة وأوراق رفيعة طويلة تشبه الإبر. نبات سهل جداً ومثالي للمبتدئين، يتحمل الجفاف ويعطي منظراً مميزاً معلقاً أو متدلياً. نموه سريع نسبياً.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
silver_queen,Silver Queen,Aglaonema 'Silver Queen',Aglaonema,Araceae,أجلونيما الملكة الفضية,beginner,foliage,no,weekly: Water when top 2 inches are dry.,medium_indirect,Adapts to various light conditions,well_draining,10-35°C (optimal: 22°C),medium,monthly,Silver Queen - Aglaonema 'Silver Queen'. Easy-care plant perfect for beginners. Forgiving and adaptable.,أجلونيما الملكة الفضية - Aglaonema 'Silver Queen'. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
silver_ruffles_succulent,Silver Ruffles Succulent,Cotyledon undulata,Cotyledon,Crassulaceae,كوتيليدون المتموج,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,Silver Ruffles Succulent - Cotyledon undulata. Low-maintenance plant perfect for beginners. Requires minimal watering.,كوتيليدون المتموج - Cotyledon undulata. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. سهل العناية ولا يحتاج للكثير من الماء. مثالي للمبتدئين.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
snake_plant_golden_flame,Snake Plant Golden Flame,Sansevieria trifasciata,Sansevieria,Asparagaceae,سيف سنسفيريا اللهب الذهبي,beginner,succulent,no,"every_3_weeks: Water deeply but infrequently. Allow soil to dry completely between waterings. Extremely drought-tolerant, can survive weeks without water.",bright_indirect,Highly adaptable to all light conditions. Golden coloring intensifies in brighter light. Tolerates low light but grows slower.,well_draining,10-40°C (optimal: 24°C),low,quarterly,Snake Plant Golden Flame - Stunning variety with bright golden-yellow margins and dark green centers. Extremely hardy and drought-tolerant. Perfect for beginners and busy plant owners.,سانسيفيريا اللهب الذهبي - نوع مذهل بحواف صفراء ذهبية زاهية ومراكز خضراء داكنة. قوي جداً ومقاوم للجفاف. مثالي للمبتدئين وأصحاب النباتات المشغولين.,excellent,Thrives in Cairo's hot summers (35-40°C). Can be placed outdoors in partial shade. Water every 3-4 weeks. Extremely heat-tolerant.,Perfect for Cairo winters (10-20°C). Reduce watering to once a month or less. Keep in bright spot indoors. Very cold-hardy.,
snake_plant_laurentii,Snake Plant Laurentii,Sansevieria trifasciata,Sansevieria,Asparagaceae,سانسيفيريا لورانتي,beginner,succulent,no,"every_3_weeks: Water sparingly. Let soil dry completely between waterings. Overwatering is the main killer - when in doubt, don't water.",medium_light,Extremely versatile. Survives in low light but yellow margins are more vibrant in medium to bright indirect light.,well_draining,10-40°C (optimal: 22°C),low,quarterly,Snake Plant Laurentii - Classic variety with striking yellow-gold margins and dark green horizontal bands. One of the most popular and recognizable snake plant varieties. Extremely low-maintenance.,سانسيفيريا لورانتي - نوع كلاسيكي بحواف صفراء ذهبية مذهلة وأشرطة أفقية خضراء داكنة. أحد أشهر وأكثر أنواع السانسيفيريا شهرة. سهل العناية جداً.,excellent,Excellent for Cairo's dry heat (35-40°C). Can handle full sun if acclimated gradually. Water every 3 weeks. Minimal care needed.,Very resilient in Cairo winters (10-20°C). Water once a month maximum. Perfect for air-conditioned offices and homes.,
snake_plant_moonshine,Snake Plant Moonshine,Sansevieria trifasciata,Sansevieria,Asparagaceae,سانسيفيريا ضوء القمر,beginner,succulent,no,every_3_weeks: Minimal watering needed. Water only when soil is bone dry. Thick leaves store water efficiently.,bright_indirect,Best in bright indirect light to maintain silver coloring. Tolerates lower light but may darken slightly.,well_draining,12-38°C (optimal: 24°C),low,quarterly,"Snake Plant Moonshine - Elegant variety with stunning pale silver-green leaves. Modern aesthetic with sleek, uniform coloring. Same easy-care characteristics as other snake plants.",سانسيفيريا ضوء القمر - نوع أنيق بأوراق فضية خضراء شاحبة مذهلة. جمالية حديثة بلون أنيق وموحد. نفس خصائص العناية السهلة مثل باقي السانسيفيريا.,excellent,Keep in bright indirect light during Cairo summers (35-40°C). Avoid harsh afternoon sun which may scorch silver leaves. Water every 3-4 weeks.,Perfect for Cairo winters (10-20°C). Minimal watering needed (once a month). Beautiful addition to modern interiors.,
snake_plant_zeylanica,Snake Plant Zeylanica,Sansevieria zeylanica,Sansevieria,Asparagaceae,سانسيفيريا زيلانيكا,beginner,succulent,no,every_3_weeks: Water infrequently. Highly drought-tolerant. Better to underwater than overwater. Can survive long periods without water.,medium_light,Highly adaptable to any light condition. One of the most tolerant snake plant varieties. Grows well even in offices with fluorescent light.,well_draining,10-42°C (optimal: 22°C),low,quarterly,Snake Plant Zeylanica - Hardy variety with distinctive wavy horizontal bands and dark green mottled leaves. Slightly more textured than other varieties. Incredibly resilient and forgiving.,سانسيفيريا زيلانيكا - نوع قوي بأشرطة أفقية متموجة مميزة وأوراق خضراء داكنة منقطة. أكثر نسيجاً قليلاً من الأنواع الأخرى. مرن ومتسامح بشكل لا يصدق.,excellent,Extremely heat-tolerant for Cairo summers (35-40°C). Can be placed outdoors in shade or partial sun. Water every 3-4 weeks maximum.,One of the most cold-hardy snake plants for Cairo winters (10-20°C). Water monthly or less. Perfect for neglectful plant owners.,
soft_blush_philodendron,Soft Blush Philodendron,Philodendron 'Soft Blush',Philodendron,Araceae,فيلودندرون الخوخ الناعم,beginner,tropical,no,weekly: Water when top 2-3cm of soil is dry. Keep soil slightly moist.,bright_indirect,Prefers bright indirect light,well_draining,10-35°C (optimal: 22°C),medium,monthly,Soft Blush Philodendron - Philodendron 'Soft Blush'. Easy-care plant perfect for beginners. Forgiving and adaptable.,فيلودندرون الخوخ الناعم - Philodendron 'Soft Blush'. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
soft_spears,Soft Spears,Sansevieria cylindrica,Sansevieria,Asparagaceae,سانسيفيريا الأسطوانية,beginner,succulent,no,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,Soft Spears - Sansevieria cylindrica. Low-maintenance plant perfect for beginners. Requires minimal watering.,سانسيفيريا الأسطوانية - Sansevieria cylindrica. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. سهل العناية ولا يحتاج للكثير من الماء. مثالي للمبتدئين.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
song_of_india,Song of India,Dracaena reflexa,Dracaena,Asparagaceae,أغنية الهند,beginner,tropical,no,weekly: Allow top half of soil to dry between waterings. Sensitive to fluoride in tap water.,bright_indirect,Bright indirect light maintains variegation. Lower light causes leggy growth.,well_draining,16-27°C (optimal: 22°C),medium,monthly_growing_season,Attractive shrub with yellow-edged green leaves arranged in spiral rosettes. Slow-growing architectural plant.,شجيرة جذابة بأوراق خضراء ذات حواف صفراء مرتبة في وردات حلزونية. نبات معماري بطيء النمو.,excellent,Regular watering. Can tolerate some outdoor shade. Use filtered water.,Reduce watering. Maintain indoor warmth above 16°C.,
spider_plant,Spider Plant,Chlorophytum comosum,Chlorophytum,Asparagaceae,نبات العنكبوت,beginner,foliage,yes,"weekly: Regular watering, very forgiving if you forget occasionally.",bright_indirect,"Adaptable to various light conditions, variegation best in bright light",well_draining,15-30°C (optimal: 22°C),medium,monthly_growing_season,"Spider Plant is one of the easiest plants to propagate and care for. Characterized by long leaves striped with white or yellow. Produces baby plants hanging on long stems resembling spiders. Excellent for purifying air and removing pollutants. Fast-growing and propagates easily, making it a perfect gift for friends.",نبات العنكبوت من أسهل النباتات في الإكثار والعناية. يتميز بأوراقه الطويلة المخططة باللون الأبيض أو الأصفر. ينتج نباتات صغيرة معلقة على سيقان طويلة تشبه العناكب. ممتاز لتنقية الهواء وإزالة الملوثات. سريع النمو ويتكاثر بسهولة مما يجعله هدية مثالية للأصدقاء.,excellent,"Perfect for Cairo summers, may produce more babies","Keep in bright spots, reduce fertilizing",
stapelia,Starfish Flower,Stapelia,Stapelia,Apocynaceae,زهرة نجم البحر,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,A unique succulent plant with thick green stems and stunning starfish-shaped flowers. The flowers are large and beautiful but have a strong odor. A very easy plant perfect for beginners; withstands neglect and blooms easily.,نبات عصاري فريد من نوعه بسيقان خضراء سميكة وأزهار على شكل نجم البحر مذهلة. الأزهار كبيرة وجميلة لكن لها رائحة قوية. نبات سهل جداً ومثالي للمبتدئين، يتحمل الإهمال ويزهر بسهولة.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
stenocereus_griseus_cactus_large,Stenocereus Griseus,Stenocereus griseus,Stenocereus,Cactaceae,صبار ستينوسيريوس الرمادي,beginner,succulent,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,10-40°C (optimal: 25°C),low,rarely,"Stenocereus Griseus Cactus is a majestic columnar plant growing to large sizes, characterized by its beautiful blue-gray color, deep ribs, and strong spines. It is an ideal cactus for modern interior decor and adds a distinctive desert character to the place.",صبار ستينوسيريوس الرمادي هو نبات عمودي مهيب ينمو إلى أحجام كبيرة، يتميز بلونه الرمادي المزرق الجميل وأضلاعه العميقة وأشواكه القوية. إنه صبار مثالي للديكور الداخلي الحديث ويضيف طابعاً صحراوياً مميزاً للمكان.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
string_of_bananas,String of Bananas,Senecio radicans,Senecio,Asteraceae,سلسلة الموز,beginner,succulent,no,bi_weekly: Water deeply when soil is completely dry. Less sensitive than String of Pearls.,bright_indirect,Bright light with some morning sun. More shade-tolerant than String of Pearls.,cactus_mix,10-30°C (optimal: 21°C),low,monthly_diluted,Trailing succulent with banana-shaped leaves. Similar care to String of Pearls but faster growing.,عصاري متدلي بأوراق على شكل موز. عناية مشابهة لسلسلة اللؤلؤ لكن أسرع نمواً.,excellent,Can handle heat well. Water sparingly. Protect from intense afternoon sun.,Minimal watering. Can tolerate cooler temperatures.,
string_of_hearts,String of Hearts,Ceropegia woodii,Ceropegia,Apocynaceae,سلسلة القلوب,beginner,succulent,yes,bi_weekly: Water when soil is mostly dry. Stores water in tuberous roots.,bright_indirect,Bright light enhances variegation. Can handle some direct morning sun.,well_draining,15-30°C (optimal: 22°C),low,monthly_growing_season,Delicate trailing succulent with heart-shaped variegated leaves. Low-maintenance and charming.,عصاري متدلي رقيق بأوراق على شكل قلب متنوعة. قليل الصيانة وساحر.,excellent,Growth period. Regular watering and bright indirect light.,Slow growth. Reduce watering frequency significantly.,
string_of_pearls,String of Pearls,Senecio rowleyanus,Senecio,Asteraceae,سلسلة اللؤلؤ,intermediate,succulent,no,bi_weekly: Water deeply when pearls wrinkle slightly. Sensitive to overwatering.,bright_indirect,Bright indirect light with some direct sun for compact growth.,cactus_mix,10-32°C (optimal: 21°C),low,monthly_diluted,Unique succulent with pearl-like leaves cascading on thin stems. Excellent hanging plant.,عصاري فريد بأوراق تشبه اللؤلؤ متدلية على سيقان رفيعة. ممتاز كنبات معلق.,good,Protect from intense afternoon sun. Water sparingly even in heat.,Minimal watering. Can tolerate cooler temperatures but protect from frost.,
sunshine_fig,Sunshine Fig,Ficus benjamina,Ficus,Moraceae,فيكس الشمس المشرقة,intermediate,tropical,no,weekly: Water when top 2-3cm of soil is dry. Keep soil slightly moist.,bright_indirect,Prefers bright indirect light,well_draining,15-30°C (optimal: 22°C),medium,monthly,Sunshine Fig - Ficus benjamina 'Starlight'. Moderate care requirements with rewarding growth.,فيكس الشمس المشرقة - Ficus benjamina 'Starlight'. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
sunstriped_agave,Sun-Striped Agave,Agave desmettiana,Agave,Asparagaceae,صبار الأغاف المخطط,beginner,succulent,no,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,Sun-Striped Agave - Agave desmettiana 'Variegata'. Low-maintenance plant perfect for beginners. Requires minimal watering.,صبار الأغاف المخطط - Agave desmettiana 'Variegata'. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. سهل العناية ولا يحتاج للكثير من الماء. مثالي للمبتدئين.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
sword_fern,Sword Fern,Nephrolepis exaltata,Nephrolepis,Nephrolepidaceae,سرخس السيف,intermediate,fern,yes,twice_weekly: Keep soil consistently moist but not soggy,medium_indirect,Prefers medium to bright indirect light,well_draining_potting,15-28°C (optimal: 20°C),high,monthly,"Sword Fern (Nephrolepis exaltata), also known as Boston Fern, is one of the most famous and beautiful indoor ferns. Its long feathery drooping fronds are bright green and very soft. A classic plant for hanging baskets and large pots. Purifies the air efficiently and is safe for animals. Loves high humidity and may require slightly more care. Adds a romantic tropical touch to decor.",سرخس السيف (نيفروليبس إكسالتاتا) المعروف أيضاً بسرخس بوسطن، من أشهر نباتات السرخس الداخلية وأجملها. أوراقه الريشية الطويلة المتدلية خضراء زاهية وناعمة جداً. نبات كلاسيكي للسلال المعلقة والأصص الكبيرة. ينقي الهواء بكفاءة عالية وآمن للحيوانات. يحب الرطوبة العالية وقد يتطلب عناية أكثر قليلاً. يضيف لمسة استوائية رومانسية للديكور.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
syngonium_confetti,Syngonium Confetti,Syngonium podophyllum,Syngonium,Araceae,سينجونيوم كونفيتي,beginner,vine,no,weekly: Water when top 2 inches dry. Likes consistent moisture.,bright_indirect,Prefers bright indirect light but tolerates medium light,well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"Syngonium Confetti is a distinctive variety with leaves speckled with white and cream dots and spots on a green background, resembling confetti sprinkles. A beautiful and fast-growing climbing plant, adding a unique artistic touch to interior spaces. Easy to care for and purifies the air. Can be grown climbing on a pole or trailing from a hanging basket. Perfect for modern decor.",سينجونيوم كونفيتي صنف مميز بأوراقه المرقطة بنقاط وبقع بيضاء وكريمية على خلفية خضراء، تشبه رش الكونفيتي. نبات متسلق جميل وسريع النمو، يضيف لمسة فنية فريدة للمساحات الداخلية. سهل العناية وينقي الهواء. يمكن تربيته متسلقاً على عمود أو متدلياً من سلة معلقة. مثالي للديكور العصري.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
syngonium_mix,Syngonium Mix,Syngonium podophyllum,Syngonium,Araceae,سينجونيوم متنوع,beginner,vine,no,weekly: Water when top 2 inches dry. Likes consistent moisture.,bright_indirect,Prefers bright indirect light but tolerates medium light,well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"Syngonium Mix is a blend of different Syngonium varieties in multiple colors of green, pink, and white. A great choice for getting a beautiful variety of colors in one plant. An easy-care and fast-growing climbing plant, purifies the air and is perfect for beginners. Can be grown in different shapes as desired. Perfect for those who love variety and surprises.",سينجونيوم متنوع عبارة عن مزيج من أصناف السينجونيوم المختلفة بألوان متعددة من الأخضر والوردي والأبيض. خيار رائع للحصول على تنوع جميل من الألوان في نبات واحد. نبات متسلق سهل العناية وسريع النمو، ينقي الهواء ومثالي للمبتدئين. يمكن تربيته بأشكال مختلفة حسب الرغبة. مثالي لمن يحب التنوع والمفاجآت.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
syngonium_yellow,Syngonium Yellow,Syngonium podophyllum,Syngonium,Araceae,سينجونيوم أصفر,beginner,vine,no,weekly: Water when top 2 inches dry. Likes consistent moisture.,bright_indirect,Prefers bright indirect light but tolerates medium light,well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"Yellow Syngonium (Neon Robusta) is a tropical climbing plant with stunning bright neon lemon-yellow leaves. One of the rarest and most beautiful Syngonium varieties, adding exceptional brightness and vitality to interior spaces. A fast-growing and easy-care plant, it purifies the air and adapts to different conditions. The vibrant yellow color makes it a living art piece.",سينجونيوم الأصفر (نيون روبوستا) نبات استوائي متسلق بأوراق صفراء ليمونية نيون زاهية مذهلة. من أندر وأجمل أصناف السينجونيوم، يضيف إشراقة وحيوية استثنائية للمساحات الداخلية. نبات سريع النمو وسهل العناية، ينقي الهواء ويتكيف مع الظروف المختلفة. اللون الأصفر النابض بالحياة يجعله قطعة فنية حية.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
tigers_jaw,Tiger's Jaw,Faucaria tigrina,Faucaria,Aizoaceae,فك النمر,beginner,succulent,yes,bi_weekly: Water when completely dry. Reduce significantly in winter dormancy.,bright_direct,Needs bright light with several hours of direct sun for flowering.,cactus_mix,10-32°C (optimal: 24°C),low,monthly_diluted,Unique succulent with fleshy leaves lined with soft teeth. Yellow daisy-like flowers.,عصاري فريد بأوراق لحمية مبطنة بأسنان ناعمة. أزهار صفراء تشبه الأقحوان.,excellent,Active growth. Regular watering and full sun. May flower in late summer.,Dormancy period. Minimal watering. Keep dry and cool.,
tradescantia,Inch Plant,Tradescantia zebrina,Tradescantia,Commelinaceae,ترادسكانتيا (نبات الإنش),beginner,vine,yes,weekly: Water when top 2 inches are dry,bright_indirect,Prefers bright indirect light,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,"A fast-growing climbing or creeping plant with beautiful colorful leaves that may be green, purple, or striped. A very easy plant perfect for beginners, can be grown as a hanging or creeping plant. Grows quickly and propagates easily from cuttings.",نبات متسلق أو زاحف سريع النمو بأوراق ملونة جميلة قد تكون خضراء، أرجوانية، أو مخططة. نبات سهل جداً ومثالي للمبتدئين، يمكن تربيته كنبات معلق أو زاحف. ينمو بسرعة ويتكاثر بسهولة من العقل.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
velvet_calathea,Velvet Calathea,Calathea warscewiczii,Calathea,Marantaceae,كلاثيا المخملية,advanced,tropical,yes,weekly: Water when top 2-3cm of soil is dry. Keep soil slightly moist.,bright_indirect,Prefers bright indirect light,well_draining,18-28°C (optimal: 23°C),medium,monthly,Velvet Calathea - Calathea warscewiczii. Requires attentive care including proper humidity and watering.,كلاثيا المخملية - Calathea warscewiczii. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
venus_flytrap,Venus Flytrap,Dionaea muscipula,Dionaea,Droseraceae,مصيدة ذبابة الزهرة,advanced,carnivorous,yes,twice_weekly: Keep soil constantly moist with DISTILLED or RAINWATER only. Never tap water.,bright_direct,Needs 4+ hours of direct sun daily for healthy traps.,sphagnum_peat_mix,5-35°C (optimal: 21°C),high,never,"Famous carnivorous plant that catches insects. Requires special care - distilled water only, no fertilizer.",نبات آكل لحوم شهير يصطاد الحشرات. يحتاج عناية خاصة - ماء مقطر فقط، بدون تسميد.,challenging,Very challenging in Cairo's dry heat and hard water. Needs pure water source and high humidity.,Requires cool dormancy period (0-10°C) for 3-4 months. Very difficult in warm climate.,
watermelon_pellionia,Watermelon Pellionia,Pellionia repens,Pellionia,Urticaceae,بيليونيا البطيخ,intermediate,foliage,yes,weekly: Water when top 2 inches are dry.,medium_indirect,Adapts to various light conditions,well_draining,15-30°C (optimal: 22°C),medium,monthly,"A trailing stunner with bold, silvery-green leaves marked like brushstrokes and reddish undersides that glow when they catch the light. The Pellionia pulchra isn’t the easiest plant, but she's worth it if you’re looking for something unique and dramatic. Perfect for hanging baskets or shelves where her vines can spill down in style.",بيليونيا البطيخ (نبات متدلي مذهل بأوراق خضراء فضية جريئة مرسومة زي ضربات الفرشاة وجوانب سفلية حمراء تتوهج عندما يلامسها الضوء. ليست النبتة الأسهل، لكنها تستحق العناء إذا كنت تبحث عن شيء فريد ودرامي. مثالية للسلال المعلقة أو الرفوف حيث يمكن لكرومها أن تتدلى بأناقة.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
white_flamingo_flower,White Flamingo Flower,Anthurium andraeanum,Anthurium,Araceae,أنثوريوم أبيض,intermediate,flowering,no,twice_weekly: Keep soil consistently moist during blooming season.,bright_indirect,Bright indirect light for best flowering,well_draining,15-30°C (optimal: 22°C),high,monthly,"elegant white blooms and glossy green leaves. The white flamingo flower adds a calm, clean touch to any room. she blooms for months with the right care and light. easy to keep happy with consistent light and moisture.",زهرة الفلامنجو البيضاء (أنثوريوم) تتميز بأزهار بيضاء أنيقة وأوراق خضراء لامعة. تضفي لمسة هادئة ونظيفة ونقية على أي غرفة. تزهر لعدة أشهر مع العناية والضوء المناسبين. من السهل الحفاظ على سعادتها مع توفر ضوء ورطوبة ثابتين.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
white_nerve,White Nerve,Fittonia albivenis,Fittonia,Acanthaceae,فيتونيا بيضاء,intermediate,foliage,yes,weekly: Water when top 2 inches are dry.,medium_indirect,Adapts to various light conditions,well_draining,15-30°C (optimal: 22°C),medium,monthly,"she stands out with bright green leaves traced with soft pink veins. Fittonias are dramatic — they wilt when thirsty, then bounce back after a drink. care level: moderate, prefers bright indirect light and a steady routine.",نبات العصب الوردي (فيتونيا) يتميز بأوراق خضراء زاهية مخططة بعروق وردية ناعمة. الفيتونيا نبات درامي — تذبل عندما تكون عطشى، ثم تنتعش بعد الشرب. مستوى العناية: متوسط، يفضل الضوء الساطع غير المباشر والروتين الثابت.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
white_pothos,White Pothos,Epipremnum spp.,Epipremnum,Araceae,البوتس الأبيض,beginner,vine,yes,weekly: Water when top 2 inches are dry,bright_indirect,Prefers bright indirect light,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,"A beautiful climbing plant characterized by green leaves with stunning creamy white spots. An easy-care and fast-growing plant, perfect for beginners. Can be grown as a hanging plant or climbing on a support. Purifies the air and adds an aesthetic touch to the place.",نبات متسلق جميل يتميز بأوراقه الخضراء مع بقع بيضاء كريمية مذهلة. نبات سهل العناية وسريع النمو، مثالي للمبتدئين. يمكن تربيته كنبات معلق أو متسلق على دعامة. ينقي الهواء ويضيف لمسة جمالية للمكان.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
yucca_ananas,Yucca Ananas,Yucca aloifolia,Yucca,Asparagaceae,يوكا الأناناس,intermediate,foliage,yes,weekly: Water when top 2 inches are dry,bright_indirect,Prefers bright indirect light,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,"A miniature Yucca plant with thick green sword-like leaves and a growth rosette resembling a pineapple. A strong plant that withstands difficult conditions, perfect for beginners. Adds an elegant tropical touch to interior decor with a suitable size.",نبات يوكا مصغر بأوراق خضراء سميكة تشبه السيف وردة نمو تشبه الأناناس. نبات قوي ومتحمل للظروف الصعبة، مثالي للمبتدئين. يضيف لمسة استوائية أنيقة للديكور الداخلي بحجم مناسب.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
yucca_elephantipes,Spineless Yucca,Yucca elephantipes,Yucca,Asparagaceae,يوكا بدون أشواك (قدم الفيل),intermediate,foliage,yes,weekly: Water when top 2 inches are dry,bright_indirect,Prefers bright indirect light,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,"A classic Yucca plant with a thick trunk resembling an elephant's foot and long shiny green leaves without thorns. A very strong and resilient plant, perfect for offices and homes. Can reach large heights and live for many years.",نبات يوكا كلاسيكي بجذع سميك يشبه قدم الفيل وأوراق خضراء طويلة لامعة بدون أشواك. نبات قوي جداً ومتحمل، مثالي للمكاتب والمنازل. يمكن أن يصل لارتفاعات كبيرة ويعيش لسنوات طويلة.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
zz_plant,ZZ Plant,Zamioculcas zamiifolia,Zamioculcas,Araceae,نبات زي زي,beginner,tropical,no,every_3_weeks: Water deeply but infrequently. Extremely drought tolerant.,low_light,"Thrives in low light, perfect for offices and windowless rooms",well_draining,15-32°C (optimal: 24°C),low,quarterly,"The ZZ Plant is one of the strongest indoor plants and most tolerant of neglect. Characterized by its shiny thick leaves growing on strong stems. Known for its ability to store water in its tuberous roots, making it drought-resistant. Perfect for beginners and offices as it does not require constant care. Grows slowly but lives for many years.",نبات الزي زي من أقوى النباتات الداخلية وأكثرها تحملاً للإهمال. يتميز بأوراقه اللامعة السميكة التي تنمو على سيقان قوية. يُعرف بقدرته على تخزين الماء في جذوره الدرنية، مما يجعله مقاوماً للجفاف. مثالي للمبتدئين والمكاتب حيث لا يحتاج إلى عناية مستمرة. ينمو ببطء لكنه يعيش لسنوات طويلة.,excellent,"Can handle Cairo heat well, minimal care needed","Perfect for heated indoor spaces, reduce watering further",
